user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCGPMC025c_JNA_AS_CCGP71_S278_L002_R.bin.3	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.32	11	0.4296909984492299	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal)
CCGPMC025c_JNA_AS_CCGP71_S278_L002_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP71_S278_L002_R.bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.56	0.53	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	61.2	11	0.9760383483953943	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP71_S278_L002_R.bin.6	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP71_S278_L002_R.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.7%)
CCGPMC025c_JNA_AS_CCGP71_S278_L002_R.bin.9	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.10	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	88.85	0.71	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	61.78	11	0.9777262402445136	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 16.7% of markers with multiple hits
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.12	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.13	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	84.99	0.36	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	17.14	11	0.988597338963848	N/A
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.17	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.18	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.19	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.5	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	N/A	N/A	N/A	N/A	N/A	GCF_003858395.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__EB88 sp003858395	77.48	0.24	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	92.81	11	0.9458325160318923	N/A
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__REEB85;s__	N/A	N/A	N/A	N/A	N/A	GCA_018971455.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__REEB85;s__REEB85 sp018971455	78.35	0.28	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__REEB85;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	18.76	11	0.9069883835249227	N/A
CCGPMC025c_JNA_AS_CCGP72_S277_L002_R.bin.9	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	N/A	N/A	N/A	N/A	N/A	GCF_003858395.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__EB88 sp003858395	77.15	0.26	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	82.74	11	0.9510916548274769	N/A
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.58	0.72	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.64	11	0.9792689842962456	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.11	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.7%)
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.13	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.14	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.15	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.0%)
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.58	11	0.4222101231196089	Genome domain questionable ( 10.8% Bacterial, 5.7% Archaeal)
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.3	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.7%)
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.1%)
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__	N/A	N/A	N/A	N/A	N/A	GCA_019239585.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__Bog-105 sp019239585	79.02	0.31	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019244055.1, s__Bog-105 sp019244055, 95.0, 76.37, 0.06; GCA_019233375.1, s__Bog-105 sp019233375, 95.0, 76.32, 0.05; GCA_019233755.1, s__Bog-105 sp019233755, 95.0, 76.2, 0.05; GCA_019240475.1, s__Bog-105 sp019240475, 95.0, 76.18, 0.05; GCA_019244945.1, s__Bog-105 sp019244945, 95.0, 76.0, 0.04; GCA_003167495.1, s__Bog-105 sp003167495, 95.0, 75.89, 0.05; GCA_003163855.1, s__Bog-105 sp003163855, 95.0, 75.75, 0.05; GCA_019240405.1, s__Bog-105 sp019240405, 95.0, 75.66, 0.04; GCA_003169195.1, s__Bog-105 sp003169195, 95.0, 75.65, 0.04	65.93	11	0.9787399581887088	N/A
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.7	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP73_S276_L002_R.bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	78.91	0.35	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	78.06	11	0.9264520722624705	N/A
CCGPMC025c_JNA_AS_CCGP74_S275_L002_R.bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	N/A	N/A	N/A	N/A	N/A	GCF_003858395.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__EB88 sp003858395	77.18	0.26	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	64.83	11	0.9500603320565841	N/A
CCGPMC025c_JNA_AS_CCGP74_S275_L002_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP74_S275_L002_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP74_S275_L002_R.bin.5	d__Bacteria;p__Spirochaetota;c__JAAYUW01;o__JAAYUW01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__JAAYUW01;o__JAAYUW01;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.01	4	0.5509981380485944	Genome domain questionable ( 13.3% Bacterial, 13.2% Archaeal)
CCGPMC025c_JNA_AS_CCGP74_S275_L002_R.bin.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.7%)
CCGPMC025c_JNA_AS_CCGP74_S275_L002_R.bin.8	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
CCGPMC025c_JNA_AS_CCGP74_S275_L002_R.bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	77.98	0.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	36.54	11	0.9274187808432162	N/A
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.11	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.07	0.52	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	66.58	11	0.876551992824997	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.03	0.42	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	32.07	11	0.9847270184848695	N/A
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.13	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900101335.1, s__Quadrisphaera sp900101335, 95.0, 80.84, 0.54; GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 79.98, 0.58; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 79.84, 0.48; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 79.71, 0.48; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 79.47, 0.51; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 79.45, 0.52; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 79.09, 0.43	89.48	11	0.8746659504472623	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.64	0.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	95.97	11	0.9753946559040523	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.2	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902805915.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__CADCUO01 sp902805915	77.67	0.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	28.99	11	0.9139466903041031	N/A
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.5%)
CCGPMC025c_JNA_AS_CCGP75_S274_L002_R.bin.9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.55	11	0.8655683007602183	N/A
CCGPMC025c_JNA_AS_CCGP76_S273_L002_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP76_S273_L002_R.bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	85.04	0.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	19.64	11	0.9829499107334132	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP76_S273_L002_R.bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900101335.1, s__Quadrisphaera sp900101335, 95.0, 80.96, 0.57; GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 80.18, 0.54; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 79.77, 0.55; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 79.72, 0.58; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 79.63, 0.56; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 79.47, 0.56; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 79.0, 0.48	80.8	11	0.8785221054094043	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC025c_JNA_AS_CCGP76_S273_L002_R.bin.4	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.1%)
CCGPMC025c_JNA_AS_CCGP76_S273_L002_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP76_S273_L002_R.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.6%)
CCGPMC025c_JNA_AS_CCGP76_S273_L002_R.bin.9	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP77_S272_L002_R.bin.10	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC025c_JNA_AS_CCGP77_S272_L002_R.bin.12	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	77.06	0.41	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	23.47	11	0.8959705093407546	N/A
CCGPMC025c_JNA_AS_CCGP77_S272_L002_R.bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	79.39	0.38	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	95.12	11	0.9275587110993712	N/A
CCGPMC025c_JNA_AS_CCGP77_S272_L002_R.bin.15	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	36.52	11	0.807856295147221	Genome has more than 55.8% of markers with multiple hits
CCGPMC025c_JNA_AS_CCGP77_S272_L002_R.bin.16	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.06	11	0.9148658029800064	N/A
CCGPMC025c_JNA_AS_CCGP77_S272_L002_R.bin.2	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.0%)
