user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCGPMC025c_JNA_AS_CCGP35_S219_L002_R.bin.6	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.56	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	18.22	4	0.43181090898132485	N/A
CCGPMC025c_JNA_AS_CCGP36_S218_L002_R.bin.1	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.58	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	21.51	4	0.42879861311992257	N/A
CCGPMC025c_JNA_AS_CCGP36_S218_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
CCGPMC025c_JNA_AS_CCGP37_S217_L002_R.bin.12	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
CCGPMC025c_JNA_AS_CCGP37_S217_L002_R.bin.4	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	17.73	4	0.32710667445216474	N/A
CCGPMC025c_JNA_AS_CCGP37_S217_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.6%)
CCGPMC025c_JNA_AS_CCGP37_S217_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.6%)
CCGPMC025c_JNA_AS_CCGP38_S216_L002_R.bin.16	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.54	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	20.19	4	0.40018622212082544	N/A
CCGPMC025c_JNA_AS_CCGP38_S216_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.9%)
CCGPMC025c_JNA_AS_CCGP39_S311_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.5%)
CCGPMC025c_JNA_AS_CCGP39_S311_L002_R.bin.5	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840425.1	95.0	d__Archaea;p__Asgardarchaeota;c__Wukongarchaeia;o__Wukongarchaeales;f__Wukongarchaeaceae;g__Wukongarchaeum;s__Wukongarchaeum yapensis	74.54	0.01	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	16.21	4	0.4325353005808093	N/A
CCGPMC025c_JNA_AS_CCGP39_S311_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.0%)
CCGPMC025c_JNA_AS_CCGP40_S310_L002_R.bin.11	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
CCGPMC025c_JNA_AS_CCGP40_S310_L002_R.bin.2	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.49	0.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	15.24	4	0.4275614058620739	N/A
CCGPMC025c_JNA_AS_CCGP40_S310_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.4%)
CCGPMC025c_JNA_AS_CCGP41_S309_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC025c_JNA_AS_CCGP41_S309_L002_R.bin.5	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	15.01	4	0.4181605441211543	Genome domain questionable ( 19.2% Bacterial, 24.5% Archaeal)
CCGPMC025c_JNA_AS_CCGP41_S309_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.7%)
CCGPMC025c_JNA_AS_CCGP42_S308_L002_R.bin.8	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	23.84	4	0.33342617257646034	N/A
CCGPMC025c_JNA_AS_CCGP43_S307_L002_R.bin.13	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.68	0.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	18.69	4	0.395831753003684	N/A
CCGPMC025c_JNA_AS_CCGP43_S307_L002_R.bin.15	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.1%)
CCGPMC025c_JNA_AS_CCGP43_S307_L002_R.bin.17	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
CCGPMC025c_JNA_AS_CCGP44_S306_L002_R.bin.3	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.49	0.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	20.7	4	0.4056922823175889	N/A
CCGPMC025c_JNA_AS_CCGP44_S306_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
CCGPMC025c_JNA_AS_CCGP45_S305_L002_R.bin.6	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	22.03	4	0.4201454003157436	N/A
CCGPMC025c_JNA_AS_CCGP46_S304_L002_R.bin.2	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC025c_JNA_AS_CCGP46_S304_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.4%)
CCGPMC025c_JNA_AS_CCGP46_S304_L002_R.bin.6	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	15.51	4	0.33516354627844536	Genome domain questionable ( 19.2% Bacterial, 26.4% Archaeal)
CCGPMC025c_JNA_AS_CCGP47_S303_L002_R.bin.1	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
CCGPMC025c_JNA_AS_CCGP47_S303_L002_R.bin.2	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.68	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	12.5	4	0.3730620321317074	Genome domain questionable ( 16.7% Bacterial, 26.4% Archaeal)
CCGPMC025c_JNA_AS_CCGP48_S302_L002_R.bin.10	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.3%)
CCGPMC025c_JNA_AS_CCGP48_S302_L002_R.bin.2	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.55	0.03	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	13.92	4	0.3702195279019313	Genome domain questionable ( 17.5% Bacterial, 24.5% Archaeal)
CCGPMC025c_JNA_AS_CCGP48_S302_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.5%)
CCGPMC025c_JNA_AS_CCGP48_S302_L002_R.bin.7	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016840025.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__YT1-039;g__YT1-039;s__YT1-039 sp016840025	74.76	0.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Hodarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	13.12	4	0.600004797858579	Genome domain questionable ( 12.5% Bacterial, 17.0% Archaeal)
CCGPMC025c_JNA_AS_CCGP49_S301_L002_R.bin.1	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.62	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	13.93	4	0.3666806176560472	Genome domain questionable ( 15.0% Bacterial, 24.5% Archaeal)
CCGPMC025c_JNA_AS_CCGP49_S301_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.9%)
CCGPMC025c_JNA_AS_CCGP49_S301_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
CCGPMC025c_JNA_AS_CCGP50_S300_L002_R.bin.2	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.0%)
CCGPMC025c_JNA_AS_CCGP50_S300_L002_R.bin.4	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.61	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	14.4	4	0.3909440520820788	N/A
CCGPMC025c_JNA_AS_CCGP50_S300_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.9%)
CCGPMC025c_JNA_AS_CCGP51_S299_L002_R.bin.1	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.58	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	16.34	4	0.39472698248213384	N/A
CCGPMC025c_JNA_AS_CCGP51_S299_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP52_S298_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP52_S298_L002_R.bin.8	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.55	0.02	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	14.33	4	0.3906141161289809	Genome domain questionable ( 15.8% Bacterial, 22.6% Archaeal)
CCGPMC025c_JNA_AS_CCGP52_S298_L002_R.bin.9	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP53_S297_L002_R.bin.2	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.53	0.02	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	12.84	4	0.36900427463848773	N/A
CCGPMC025c_JNA_AS_CCGP53_S297_L002_R.bin.4	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.6%)
CCGPMC025c_JNA_AS_CCGP54_S296_L002_R.bin.1	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP54_S296_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.2%)
CCGPMC025c_JNA_AS_CCGP54_S296_L002_R.bin.5	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.45	0.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	13.93	4	0.377341997118721	Genome domain questionable ( 18.3% Bacterial, 22.6% Archaeal)
CCGPMC025c_JNA_AS_CCGP55A_S295_L002_R.bin.3	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	15.51	4	0.3349415054371674	Genome domain questionable ( 20.0% Bacterial, 26.4% Archaeal)
CCGPMC025c_JNA_AS_CCGP55B_S294_L002_R.bin.1	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.3%)
CCGPMC025c_JNA_AS_CCGP55B_S294_L002_R.bin.2	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.5%)
CCGPMC025c_JNA_AS_CCGP55B_S294_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.0%)
CCGPMC025c_JNA_AS_CCGP55B_S294_L002_R.bin.8	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.68	0.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	10.84	4	0.3669652580507022	Genome domain questionable ( 15.0% Bacterial, 15.1% Archaeal)
CCGPMC025c_JNA_AS_CCGP56_S293_L002_R.bin.1	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC025c_JNA_AS_CCGP56_S293_L002_R.bin.4	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.54	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	15.75	4	0.37420591661035735	Genome domain questionable ( 20.0% Bacterial, 26.4% Archaeal)
CCGPMC025c_JNA_AS_CCGP56_S293_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.5%)
CCGPMC025c_JNA_AS_CCGP56_S293_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP57_S292_L002_R.bin.1	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.8%)
CCGPMC025c_JNA_AS_CCGP57_S292_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.2%)
CCGPMC025c_JNA_AS_CCGP57_S292_L002_R.bin.7	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.68	0.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	10.14	4	0.31407788536524395	Genome domain questionable ( 14.2% Bacterial, 20.8% Archaeal)
CCGPMC025c_JNA_AS_CCGP58_S291_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP58_S291_L002_R.bin.4	d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002789275.1	95.0	d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__Huberarchaeales;f__Huberarchaeaceae;g__Huberarchaeum;s__Huberarchaeum crystalense	74.77	0.04	d__Archaea;p__;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	11.88	4	0.36267107727151365	Genome domain questionable ( 19.2% Bacterial, 22.6% Archaeal)
CCGPMC025c_JNA_AS_CCGP58_S291_L002_R.bin.5	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.5%)
CCGPMC025c_JNA_AS_CCGP59_S290_L002_R.bin.2	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
CCGPMC025c_JNA_AS_CCGP59_S290_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
CCGPMC025c_JNA_AS_CCGP59_S290_L002_R.bin.6	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.0%)
CCGPMC025c_JNA_AS_CCGP59_S290_L002_R.bin.7	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.0%)
CCGPMC025c_JNA_AS_CCGP60_S289_L002_R.bin.10	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
CCGPMC025c_JNA_AS_CCGP60_S289_L002_R.bin.8	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.7	0.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	13.7	4	0.3791371320525473	Genome domain questionable ( 12.5% Bacterial, 18.9% Archaeal)
CCGPMC025c_JNA_AS_CCGP60_S289_L002_R.bin.9	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	74.56	0.01	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	15.94	4	0.36830625378477566	Genome domain questionable ( 18.3% Bacterial, 28.3% Archaeal)
CCGPMC025c_JNA_AS_CCGP61_S288_L002_R.bin.2	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
CCGPMC025c_JNA_AS_CCGP61_S288_L002_R.bin.3	Unclassified Archaea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.2%)
